title,mpn,price,price_old,brand,category,images_links,الموديل,كود المنتج,العلامة التجارية,الاصدار,اللون,السعر,images_names
غسالة هيتاشي اتوماتيك علوية 11 ك ابيض SF-P110XAV 2206 WH,SF-P110XAV 2206 WH,3329.53,,hitachi,الأجهزة المنزلية > غسالات الملابس,https://almanea.sa//Up/Product/Large/5bc2ec77-70ed-4c4c-b8c2-129b108c0381.Jpeg,SF-P110XAV 2206 WH,1414260045,هيتاشى,SF-P110XAV 2206 WH,ابيض,3329.53,full/639681479f34689f19e582ffa67f9768104db9e0.jpg
موقد جليم غاز بلت ان غاز 58.5 سم استيل  GTL64IX,GTL64IX,1460.99,1460.99,glemgas,الأجهزة المنزلية > افران,"https://almanea.sa//Up/Product/Large/513889e9-d4d5-48fd-9598-873458d1f4fa.jpg
https://almanea.sa//Up/Product/Large/6d0a4139-645d-435b-bcb4-939443885458.jpg",GTL64IX,0744020321,جليم جاز,GTL64IX,ستيل,1343.99,"full/4589b29ffeaaefd0f1a09d43237286c98c33d3c6.jpg
full/7029f199413bc7a4080bb742bbeb410e7d944182.jpg"
غسالة هام أمامية 6 كيلو أبيض HMFL60W-22N,HMFL60W-22N,1750,1750,haam,الأجهزة المنزلية > غسالات الملابس,"https://almanea.sa//Up/Product/Large/a83c793c-8004-47dd-a112-87aa199f2738.Jpeg
https://almanea.sa//Up/Product/Large/934633df-0e87-4902-a75b-4ec0d93c0ede.Jpeg
https://almanea.sa//Up/Product/Large/a43a44f0-19ae-4186-86eb-c80813218d1e.Jpeg",HMFL60W-22N,1408560210,هام,HMFL60W-22N,ابيض,1099,"full/b94bcbc40338878783cecc22753e99e915706a00.jpg
full/d58c8cfd0ba5ed26f3bb999a7b4047f62d793416.jpg
full/c6b95d07d677f4bd55f5e17a05e10c0926902d23.jpg"
شفاط تيرم أفقي 90 سم استيل TRHO90FLS,TRHO90FLS,800,800,Terim,الأجهزة المنزلية > افران,"https://almanea.sa//Up/Product/Large/c214a3aa-852e-46a8-90e0-69b19e07f9a2.Jpeg
https://almanea.sa//Up/Product/Large/7ba32cca-0695-433a-9b12-d61b2f158152.Jpeg",TRHO90FLS,2308810041,تيرم,TRHO90FLS,ستيل,630,"full/12fdc87972dbeaa6f9eea7393bde0ec2a8dc32bb.jpg
full/289d6cdbc37822f649181c0b44c86396a3f9b6cb.jpg"
غسالة توشيبا حوضين 10 ك ابيض VH-K110WBB,VH-K110WBB,1699,1699,Toshiba,الأجهزة المنزلية > غسالات الملابس,"https://almanea.sa//Up/Product/Large/d8669228-a649-4e3f-bbfb-7366244245aa.Jpeg
https://almanea.sa//Up/Product/Large/d1df469d-27fd-496b-a96e-615d91f1f54d.Jpeg",VH-K110WBB,1416041060,توشيبا,VH-K110WBB,ابيض,1299.01,"full/9205decaf2e61c70f4dc18b0d34f0368a1b5c739.jpg
full/c2216ffc70388dfd03387cd8f9d83b3bac8926c7.jpg"
شاشة 32MTC بوصة LED MTCHD32N21,MTCHD32N21,780,780,mtc,شاشات وصوتيات > شاشات,"https://almanea.sa//Up/Product/Large/571e6379-9ced-436c-b888-664251411b77.Jpeg
https://almanea.sa//Up/Product/Large/507afa43-de72-45e3-8d38-02043206f4cb.Jpeg
https://almanea.sa//Up/Product/Large/248dc4a4-3179-48ed-8f62-22fb76945d9a.Jpeg",MTCHD32N21,0908633216,إم تي سي,MTCHD32N21,اسود,420,"full/25fae4c1134fe59e8c85ccce181d49d50bb28554.jpg
full/112e3f144e1edf3a43e67670be737b5d1366fb8b.jpg
full/240808cdcd9843ddf872588e1ccc56729d89a486.jpg"
شاشة LG مقاس 75 بوصة WiFi سمارت QNED 75QNED90VPA 4K,75QNED90VPA,9499,,lg,شاشات وصوتيات > شاشات,"https://almanea.sa//Up/Product/Large/3a224679-b8db-4f54-8084-bc679de69606.Jpeg
https://almanea.sa//Up/Product/Large/46714d38-7fb5-4e9f-904a-a64d41d33b83.Jpeg
https://almanea.sa//Up/Product/Large/d58a4f72-1267-47ae-8d8e-cfefc4b821ff.Jpeg
https://almanea.sa//Up/Product/Large/fc4feb1e-e487-4cd3-8c98-9913f64a37fa.Jpeg",75QNED90VPA,0902275030,إل جي,75QNED90VPA,اسود,9499,"full/4ec7562a6a4be2e2f64f67aa122e4db93fb43173.jpg
full/f1e7997f3239c49a57c88b73514da6afcc4a6841.jpg
full/5e56307a2249812b6a3416d101b04153cd295a34.jpg
full/0a0e128b8569a01cd6ca4663f5f3173b53eab56a.jpg"
شاشة TCL سمارت 55 بوصة LED 55P725 4K,55P725,2874,2874,TCL,شاشات وصوتيات > شاشات,https://almanea.sa//Up/Product/Large/a34f4b98-2d85-40b4-aa99-d5b8a704a82f.Jpeg,55P725,0904745515,تى سى ال,55P725,اسود,1999,full/483048ce97fbb1539a6d4a5e8eb9bf2fffca3d79.jpg
شاشة TCL سمارت 75 بوصة LED 75P725 4K,75P725,6094,6094,TCL,شاشات وصوتيات > شاشات,https://almanea.sa//Up/Product/Large/74864bda-1010-44a0-a53c-eea1f1ba681d.Jpeg,75P725,0904747511,تى سى ال,75P725,اسود,4599,full/4b5e625a91c5c718d37ed06561e25375d92dfacb.jpg
شاشة سامسونج 55 بوصة سمارت Neo QLED QA55QN90AAUXUM 4K,QA55QN90AAUXUM,9999,9999,Samsung,شاشات وصوتيات > شاشات,https://almanea.sa//Up/Product/Large/74cecdc1-f3d6-4a39-a696-e2d3bc1607a1.Jpeg,QA55QN90AAUXUM,0904135517,سامسونج,QA55QN90AAUXUM,اسود,5499,full/ef8c2e11f1282e1276d537b4abee507aad067711.jpg
شاشة باناسونيك 55 بوصة سمارت LED 4K TH-55HX750M,TH-55HX750M,3405,3405,panasonic,شاشات وصوتيات > شاشات,https://almanea.sa//Up/Product/Large/ee84cb96-1781-4826-bc15-8891067ea0af.Jpeg,TH-55HX750M,0915035510,باناسونيك,TH-55HX750M,اسود,2299,full/d30d102c15969be0a785b41c6c07f3f9f4961a06.jpg
ميكروويف اكسبير بلت ان 25 لتر 900 واط بشواية أسود XP25SBTMW,XP25SBTMW,1100,1100,Xper,الاجهزة المنزلية الصغيرة > مواقد و أفران صغيرة وميكروويف,"https://almanea.sa//Up/Product/Large/bda8cafe-cd1a-4dbe-8459-004f5e0e5be7.Jpeg
https://almanea.sa//Up/Product/Large/43d297f0-e59e-4243-835f-53f8508435cf.Jpeg",XP25SBTMW,2109121020,اكسبير,XP25SBTMW,اسود,790,"full/8cd7d427782d7a661ab853b09b2cf2013c844c91.jpg
full/5a0e5b69456355c6e55d4d350ba0266b500ca9ea.jpg"
تلفزيون OLED مقاس 65 بوصة بدقة 4K من السلسلة C1 من إل جي، تلفزيون OLED ذاتي الإضاءة، OLED65C1PVB,OLED65C1PVB,8099,,lg,شاشات وصوتيات > شاشات,"https://almanea.sa//Up/Product/Large/6b8465bc-9f8e-4acc-95cf-1152c548d553.Jpeg
https://almanea.sa//Up/Product/Large/285c609d-a66d-4b48-a09f-4aa32a599a92.Jpeg
https://almanea.sa//Up/Product/Large/1215ce2c-e044-478d-b0c2-93839a9e676b.Jpeg
https://almanea.sa//Up/Product/Large/595eb29b-a130-45c1-8eec-fb302d5376ba.Jpeg
https://almanea.sa//Up/Product/Large/f9ae2795-96ef-4f06-af67-0f13259747cd.Jpeg
https://almanea.sa//Up/Product/Large/3fadac7a-f2d9-4f99-a46e-e7bd4de39d24.Jpeg
https://almanea.sa//Up/Product/Large/586b4192-e5c9-4c8e-8949-11d792fcb2dd.Jpeg
https://almanea.sa//Up/Product/Large/593e2521-38f2-44c2-b54f-2cf79718c2d8.Jpeg
https://almanea.sa//Up/Product/Large/33593c4f-1391-4e01-b0de-439996b4ac89.Jpeg
https://almanea.sa//Up/Product/Large/14594fa0-663c-46fb-accb-c3f60967f0d5.Jpeg
https://almanea.sa//Up/Product/Large/a84ea78f-aa75-457e-bd5b-240c3995b323.Jpeg
https://almanea.sa//Up/Product/Large/8d9cb89e-0be1-49ef-8cdb-076d9d439c84.Jpeg",OLED65C1PVB,0902265443,إل جي,OLED65C1PVB,اسود,8099,"full/a651816cf5a49a4d1fd6b956c303f04c6451a14c.jpg
full/c293efa849f1e35fad75ecab93d7727777e9202b.jpg
full/d8920218aab98882196559c8f5a9782733316a5f.jpg
full/80773f244e23fcc4e17684ee645fbd6e2fc4d09d.jpg
full/0d2d561885fc4fa9706ed2d59ea2b7e21cdb89db.jpg
full/7739983cc0a676dd4bcb111a3760da95275e2827.jpg
full/5d7a85a30a491e6151ace97aa4991dc1af69d54a.jpg
full/90bb958a7f6798174136a17f12c5da96b7be7d3b.jpg
full/cb595e0b63598281405d9f77cb535d29c6bd0965.jpg
full/8e1920d07de77fd457de0d41a4dcc31866694038.jpg
full/34414c58ba1014f4cb5b13e82d1ab145d6fb65af.jpg
full/73947f1bb8b788efc1c2972d093397b23a11a69c.jpg"
ميكرويف توشيبا 20 لتر 700 واط ابيض MW-MM20PB(WH)-P,MW-MM20PB(WH)-P,379.99,,Toshiba,الاجهزة المنزلية الصغيرة > مواقد و أفران صغيرة وميكروويف,https://almanea.sa//Up/Product/Large/8fa4a912-d7e4-4f8f-aa5d-971f9e88256b.Jpeg,MW-MM20PB(WH)-P,2116020020,توشيبا,MW-MM20PB(WH)-P,ابيض,379.99,full/f946b61c54809b0fae5ab7acc87c557e4e525ebb.jpg
كاوية بمولد بخار هام قدرة 2400 واط 1.8 لتر سيراميك HMSS400,HMSS400,800,800,haam,الاجهزة المنزلية الصغيرة > كاويات,"https://almanea.sa//Up/Product/Large/ee75d94b-de7a-4f21-9451-ef7975d1f556.Jpeg
https://almanea.sa//Up/Product/Large/abbebaae-236d-4e42-9de3-bc0b530834e0.Jpeg
https://almanea.sa//Up/Product/Large/d7cffec2-4a2c-4bee-966d-0532eb2b3abe.Jpeg
https://almanea.sa//Up/Product/Large/7da1fb8e-aa7f-41b7-b37d-ad0866bec668.Jpeg
https://almanea.sa//Up/Product/Large/2a153f1d-7add-4d10-9b16-178d3551baba.Jpeg
https://almanea.sa//Up/Product/Large/aacd5603-6482-4920-93f7-a06c24e62854.Jpeg",HMSS400,5008101110,هام,HMSS400,ابيض,399,"full/c9aa5d4e0b84d8d0233f606911e2cd3d04b68b88.jpg
full/3fa42cb86e4316049ab8ff6ad6c4cd39ca9a721d.jpg
full/c593741296b02a4d0e89b5e5b7734d6b9b36c7be.jpg
full/6ed06350b03d18e8c9df224f56c2c42b52e401b6.jpg
full/c7881833e795ab656853469f9cd34685132d0b81.jpg
full/f9ba0e49ec7c5edc9d8b9fcf41fa939559ce7083.jpg"
مكنسة هيتاشى برميل 21 لتر 2200 واط رصاصى CV-960F SS220 PG,CV-960F SS220 PG,816.99,816.99,hitachi,الاجهزة المنزلية الصغيرة > مكانس,https://almanea.sa//Up/Product/Large/c6770845-5742-447c-aa4c-9163b465691f.JPG,CV-960F SS220 PG,1314223026,هيتاشى,CV-960F SS220 PG,رمادى,674,full/861c419429333187de65e102ebdf40b4cdaf6fe4.jpg
مكنسة غسيل هوفر عمودية 3.5 لتر 1200 واط اسود CWKTH012,CWKTH012,1724,1724,Hoover,الاجهزة المنزلية الصغيرة > مكانس,"https://almanea.sa//Up/Product/Large/602c270a-78f6-4feb-a006-68d33bcc782c.Jpeg
https://almanea.sa//Up/Product/Large/4606c4c1-0b6c-4085-9fe2-93bb539f3e02.Jpeg
https://almanea.sa//Up/Product/Large/7e78c008-1881-4535-9fa5-75452e41bbd9.Jpeg
https://almanea.sa//Up/Product/Large/a8145c2d-fd71-4188-89f7-dbb00c1f1891.Jpeg
https://almanea.sa//Up/Product/Large/bf593334-d2ad-4817-8bbd-4bc42aeaac8b.Jpeg
https://almanea.sa//Up/Product/Large/12530fe4-2f43-46c1-a98a-c9002e240b3f.Jpeg
https://almanea.sa//Up/Product/Large/c7c0cb1b-b2f4-4d2f-b63c-ff800bf0c28c.Jpeg
https://almanea.sa//Up/Product/Large/d4a938d2-4439-4445-a3ad-68a65eec779b.Jpeg
https://almanea.sa//Up/Product/Large/8df77b92-88e4-4162-8325-fe018e578bca.Jpeg
https://almanea.sa//Up/Product/Large/8f563340-89b2-4b11-a38e-b3c618cf2c30.Jpeg
https://almanea.sa//Up/Product/Large/87f8b8ae-d470-48de-a302-3844029ac850.Jpeg",CWKTH012,1304702033,هوفر,CWKTH012,اسود,1299.01,"full/46d079bf67b5bc4c3d2ede51050076dd66d116de.jpg
full/b0090568524e22ae1075f3701af08aab113e6b19.jpg
full/898cc870ffcbefea748e25b944b012a0d7f246a0.jpg
full/c97b172ab5d41ba65c2ea443c1dc13dc7493eee4.jpg
full/25429025bd5bf13ffa161ea194ff85e49130369d.jpg
full/b4096c028004f8a65bf7a8c08dda254b02a96ed5.jpg
full/aa981e0a8752022724c4acb851ef4c00e8b294c1.jpg
full/09385f74844d670f2a36719c1df1df17082008c2.jpg
full/9fa641ff5eaa4988de54820f08f88474f2664803.jpg
full/e8b89f47e72affcb60d3b951b80246a953ec5fa2.jpg
full/5906d86ba143442833fb699ff14e622e85f8400c.jpg"
"ميكرويف كينوود 30 لتر  900 واط, شواية 1000 واط أسود OWMWM30.000BK",OWMWM30.000BK,879,,kenwood,الاجهزة المنزلية الصغيرة > مواقد و أفران صغيرة وميكروويف,https://almanea.sa//Up/Product/Large/1c25de2d-3573-4150-bb8e-18f7a0304cbc.Jpeg,OWMWM30.000BK,2113010020,كينوود,OWMWM30.000BK,اسود,879,full/3f3dfea920640037bcb8143e088c018c6a1b35bb.jpg
فرن فريجدير غاز استيل 60*90 امان كامل FNGE90JFRS,FNGE90JFRS,2299,,frigidaire,الأجهزة المنزلية > افران,https://almanea.sa//Up/Product/Large/d59f2686-e8a7-4cdb-9dcb-fd8d8de5e3d7.Jpeg,FNGE90JFRS,0714300040,فريجيدير,FNGE90JFRS,ستيل,2299,full/49984fd08cc2a9ea8d2605a982e450ccefd8267a.jpg
فريزر وايت وستنجهاوس افقي 14.8 قدم ابيض WWCFAK450,WWCFAK450,2499,2499,Westinghouse,الأجهزة المنزلية > فريزرات,"https://almanea.sa//Up/Product/Large/aaa0d412-c9d6-4e5d-809d-a29f7d79e3ad.Jpeg
https://almanea.sa//Up/Product/Large/1dbe7304-c309-401b-bdb3-3dbb9c26f37c.Jpeg",WWCFAK450,0301130260,ويستنج هاوس,WWCFAK450,ابيض,2299,"full/bfdabb4ec7a657fcafa258de8f05073ea8b8ff40.jpg
full/b07e96efaf936bf3565f6eb223e11a48792ba724.jpg"
فريزر دايو استيل دولابي 50 قدم 220 -FD1250F,FD1250F-220,12937.99,,daewoo,الأجهزة المنزلية > فريزرات,"https://almanea.sa//Up/Product/Large/527340fb-2a67-4c49-a523-55278ca59768.Jpeg
https://almanea.sa//Up/Product/Large/33d652d2-d3a5-4523-be49-bfba928ae8df.Jpeg",FD1250F-220,0303220010,دايو,FD1250F-220,ستيل,12937.99,"full/efb7909e08b9276ddfc6052b6ee52b317665f99d.jpg
full/1a119a5195245b99249432b1171294a468a81990.jpg"
مكنسة هام برميل 1600 واط 21 لتر HM-VC16-21,HM-VC16-21,370,370,haam,الاجهزة المنزلية الصغيرة > مكانس,https://almanea.sa//Up/Product/Large/b3d2f5c4-cede-4aa3-b1f8-fa9e30ad6738.jpg,HM-VC16-21,1308120040,هام,HM-VC16-21,احمر,230,full/2e1e74df91765780af3be8f00625270639c59893.jpg
غسالة LG اتوماتيك امامية 12 ك فضي استيل تنشيف 100% WSV1208BST,WSV1208BST,7999,7999,lg,الأجهزة المنزلية > غسالات الملابس,"https://almanea.sa//Up/Product/Large/a190e710-8b6d-481a-8e29-a3f10ac32083.Jpeg
https://almanea.sa//Up/Product/Large/4662d31f-fae5-4607-b242-de7883110d4e.Jpeg
https://almanea.sa//Up/Product/Large/1e362641-3475-4bba-addb-3b2a8c10a8c0.Jpeg",WSV1208BST,1402227044,إل جي,WSV1208BST,فضى,4499,"full/1bb222297c41a9f5a99339e46be67325b60f9f1b.jpg
full/25fe42ca28ac5c06aedfbf43119e5be1ddf39d54.jpg
full/d1d29ea47b3a2b1de2aa4496d93d67fbeecb0700.jpg"
غسالة LG ذات تحميل أمامي سعة 8 كجم بتقنية AI DD™، لون VCM، سعة أكبر بالحجم نفسه WFV0812XM,WFV0812XM,4099,4099,lg,الأجهزة المنزلية > غسالات الملابس,"https://almanea.sa//Up/Product/Large/3e2a03b0-dc13-4324-bb33-01c82bf21fe8.Jpeg
https://almanea.sa//Up/Product/Large/eed36bbe-1fa1-47b5-946d-1e2e40bb8e0b.Jpeg
https://almanea.sa//Up/Product/Large/2929a21d-84a9-41d4-9fe8-f71e5eed80e5.Jpeg
https://almanea.sa//Up/Product/Large/4c7640a4-061b-4ef2-9e46-6c4bbbe01660.Jpeg
https://almanea.sa//Up/Product/Large/b7f2f687-70c7-4362-9f69-6f3e82eac6ce.Jpeg
https://almanea.sa//Up/Product/Large/5a9a2d98-0f47-4636-9ab7-fca64f3563a2.Jpeg
https://almanea.sa//Up/Product/Large/d3b2ba20-6870-4b77-a070-274c22a4c01a.Jpeg
https://almanea.sa//Up/Product/Large/fa804bdf-1c7c-4d96-ba65-eabebc818bd6.Jpeg
https://almanea.sa//Up/Product/Large/3c6840e6-4eae-4363-9502-3c2788a562b5.Jpeg
https://almanea.sa//Up/Product/Large/8555301a-89ea-4e1f-a400-c8464dca5fec.Jpeg
https://almanea.sa//Up/Product/Large/e572f4e9-fdb8-475f-81ef-33b82ea35482.Jpeg
https://almanea.sa//Up/Product/Large/55687c58-d7dd-4ec1-99bd-38f02bb86a45.Jpeg
https://almanea.sa//Up/Product/Large/6189d927-c888-4f23-9469-c73e9116f3cf.Jpeg
https://almanea.sa//Up/Product/Large/53808bbc-d01b-4dab-a4b5-d5c2483da30e.Jpeg",WFV0812XM,1402228020,إل جي,WFV0812XM,فضى,2699,"full/a54d75f41cb77250cab58cf9fccad8a9811fb001.jpg
full/4ef9da1de0c0e38d79fcbfe47100904e0435b0a1.jpg
full/03522d50a6ba45fd71f9d7eb39aeddeda17b0a5b.jpg
full/c2f07cef844a2883a50792bb2b05eb3d7ae4dd49.jpg
full/5de49dd6ccbe2c09d9514199044346915634a119.jpg
full/81d17b4472cde7ff1784354ed78f24bf13853907.jpg
full/77dec24137947874d06292cb69d0da6db650ea1d.jpg
full/66f9dd26ef5f1d3b4aa55199d1b98b4bf90c90ca.jpg
full/6d0e7f361114703596a9bbe6cb450bdece266b86.jpg
full/ced06c1b976f8f8e16b382f23eb371a4f056679d.jpg
full/0fd09f98f0e8dfd11459760b8f0efe2b93a232d3.jpg
full/d599a29be0215d6fd720949637de502ebfffd943.jpg
full/f98fccb81c71d213f3487e5a500e32493461dca1.jpg
full/37dde90fb175c802a63ca4f66799249fc597ed52.jpg"
سطح تيرم 62 سم 4 عيون غاز استيل إيطالي إينامل TRMBH60ENG,TRMBH60ENG,1800,1800,Terim,الأجهزة المنزلية > افران,"https://almanea.sa//Up/Product/Large/c84988f4-ad7d-4e41-9e55-846bf692875b.png
https://almanea.sa//Up/Product/Large/9692760d-069a-4b4e-9d9d-44990af8a897.Jpeg",TRMBH60ENG,0708840040,تيرم,TRMBH60ENG,ستيل,1199,"full/8064d840c0e1dbff7471cc417cc0ec57c7346783.png
full/2322063defdf38909f8775fc080b9a57e4e9b5a8.jpg"
